arm,model_name,question_number,question_type,judge_recommended,context_rows,context_basis,context_truncated,factual_faithfulness,completeness,correctness,evidence_grounding,company_grounding,usefulness,deepeval_mean,status,judge_seconds,factual_faithfulness_reason,completeness_reason,correctness_reason,evidence_grounding_reason,company_grounding_reason,usefulness_reason
batchwise_map_reduce,qwen2.5:14b,34,aggregation_ranking,False,9,supporting+gold,False,0.2,0.0,0.1,1.0,1.0,0.9,0.5333,ok,32.03,"The response correctly cites ZF Gainesville LLC with 17,500 employees from row_id 204, which matches the context. However it falsely claims this is the only Georgia company involved in EV thermal management, ignoring at least three other companies (Freudenberg‑NOK, Novelis Inc., Peerless‑Winsmith) that have the ""Thermal Management"" role and employment figures in the provided rows. The statement that only one company matches the criteria is unsupported, leading to a low alignment score.","The answer only lists one Georgia company (ZF Gainesville LLC) with an incorrect employment figure (17500 vs 170000) and omits the three other required companies, their employee counts, and county information present in the gold answer; thus it fails to address the majority of the question.","The answer only lists one Georgia company (ZF Gainesville LLC) with an employment figure of 17,500, which contradicts the expected four companies and the correct ZF figure of 170,000 from row 203. It also omits Novelis Inc., Freudenberg‑NOK, and Peerless‑Winsmith Inc., all present in the context as EV thermal‑management firms with relevant employment numbers. These factual errors and missing entries result in a very low alignment score.","The response cites row_id 204 for ZF Gainesville LLC with 17,500 employees, which exactly matches a context entry (row_id 204) containing the same company name, location, EV thermal management role, and employment figure. The evidence is fully traceable and consistent; no fabricated or mismatched data are present.","The only company asserted is ZF Gainesville LLC, which appears multiple times in the provided context rows, so it is fully grounded; there are no hallucinated companies, warranting a perfect score.","The response is clear, directly addresses the query, and is well‑structured with a concise opening statement followed by supporting evidence. It acknowledges that only one Georgia company meets the criteria, which is appropriate given the data, and does not contain rambling or contradictions. Minor deduction for not providing four companies (which is due to lack of data, not answer quality)."
batchwise_map_reduce,qwen2.5:14b,35,list_multi_filter,False,10,supporting+gold,False,1.0,0.0,0.2,1.0,1.0,1.0,0.7,ok,27.39,"All four companies listed are present in the context with matching categories (Tier 2/3, Tier 1/2, Tier 1), EV supply chain roles of Thermal Management, and Primary Facility Type as Manufacturing Plant. The row_ids cited (60, 84, 129, 139) directly support each claim, so no unsupported information is present.","The actual output lists only four companies and omits ZF Gainesville LLC, which is present in the gold answer; thus it fails to cover all required entities and roles.","The actual output lists only four companies while the expected answer requires five, omitting ZF Gainesville LLC entirely. This results in an incorrect count and missing a required company, role, and facility type despite correctly citing rows for the other four entries.","All four companies listed in the answer appear in the provided context with the exact same row_id numbers, EV supply chain role (Thermal Management), and Primary Facility Type (Manufacturing Plant). The evidence table cites rows 60, 84, 129, and 139, each of which matches a corresponding context entry, so the evidence is fully consistent and traceable.","The output lists Freudenberg-NOK, Hyundai Transys Georgia Powertrain, Novelis Inc., and Peerless-Winsmith Inc.; each of these appears verbatim in the provided context rows, so all asserted companies are grounded with no hallucinations.","The response directly answers the query by listing the thermal‑related companies and clearly stating each company's role and facility type in a well‑structured bullet format, followed by supporting evidence. It is concise, presents the result first, and contains no irrelevant or contradictory information."
batchwise_map_reduce,qwen2.5:14b,36,list_or_lookup,False,11,supporting+gold,False,1.0,0.2,0.2,1.0,1.0,0.9,0.7167,ok,32.28,"All ten companies listed appear in the provided context with matching Tier 1/2 category, General Automotive role, and correct Georgia counties; the count of 10 is also supported. No unsupported or invented facts are present.","The answer lists only 10 companies and omits ""Hwashin,"" which is present in the gold answer, resulting in a missing required entry; therefore it fails to cover all parts of the expected output despite providing correct counties for the listed firms.","The actual output lists only 10 Tier 1/2 Georgia companies and omits Hwashin (row_id 79), while the expected answer contains 11 companies including Hwashin. This results in an incorrect count and missing a required entry, violating step 2 of the evaluation.","All ten listed companies appear in the provided context with matching row_id entries, and the cited row_ids correspond correctly to each company; the county details also align with the location fields, making the evidence fully consistent and traceable.","All ten listed companies appear verbatim in the provided context rows, so every asserted company is grounded; no hallucinations were found.","The response directly answers the question by stating the number of Tier 1/2 Georgia companies and listing each one in a clean bullet format, followed by supporting evidence. It is well‑structured and begins with the result, meeting the clarity and conciseness criteria; the extra table does not detract from its focus."
batchwise_map_reduce,qwen2.5:14b,37,list_or_lookup,False,10,supporting+gold,False,0.5,0.0,0.1,1.0,1.0,1.0,0.6,ok,32.42,"The answer correctly lists three thermal‑management companies that appear in the context (Freudenberg-NOK, Hyundai Transys Georgia Powertrain, Peerless-Winsmith) and sums their employment to 450, which matches the rows provided. However, the claim that there are only three such suppliers is inaccurate because the context also includes Novelis Inc. (row_id 129) with a Thermal Management role in Atlanta, adding a fourth supplier. This unsupported count reduces the overall alignment.","The actual output lists only three thermal‑management suppliers and a total employment of 450, omitting ZF Gainesville LLC and Novelis Inc., which are required by the gold answer, and fails to provide the correct total employment (170650). Because key companies and fields from the expected answer are missing, the response does not address all parts of the question.","The actual output lists only three thermal‑management companies and a total employment of 450, contradicting the expected answer of five companies with a combined employment of 170,650; it omits ZF Gainesville LLC and Novelis Inc., misstates the count and sum, resulting in factual disagreement.","All three cited companies appear in the context with the exact row_ids (60, 84, 139) and matching employment figures, which sum to the reported total of 450; the evidence table aligns perfectly with the answer, showing no fabricated or mismatched data.","The output lists Freudenberg-NOK, Hyundai Transys Georgia Powertrain, and Peerless-Winsmith Inc.; each of these appears verbatim in the provided context rows (row_ids 60, 84, 139), so all asserted companies are grounded. No hallucinated firms are present, warranting a full score.","The response directly answers the question by stating the number of suppliers (3) and total employment (450) up front, then lists the companies and provides a clear evidence table, making it well‑structured and concise with no rambling or contradictions."
batchwise_map_reduce,qwen2.5:14b,38,list_or_lookup_judge_recommended,True,2,supporting+gold,False,0.05,0.0,0.3,1.0,1.0,1.0,0.5583,ok,24.31,"The response correctly identifies F&P Georgia Manufacturing as a battery recycler, which is supported by row 53. However, the claim that it is involved in ""second‑life battery processing"" is not mentioned in the context, making that part unsupported. Because not all factual claims are backed by the provided rows, the score is reduced.","The answer only lists F&P Georgia Manufacturing and omits the second company, Enplas USA Inc., which is required by the gold answer; this violates step 2's heavy penalty for missing companies, so it fails to address all parts of the question.","The answer correctly identifies F&P Georgia Manufacturing, but it omits the second Georgia company, Enplas USA Inc., resulting in an incorrect count of 1 instead of the expected 2. This violates step 2 (penalize wrong counts and missing companies).","The cited row_id (53) matches a context entry for F&P Georgia Manufacturing, and the listed product/service ('Lithium-ion battery recycler and raw materials provider') aligns with the evidence table. The evidence is directly traceable to the provided context, showing consistent and accurate citation.","The only company mentioned, F&P Georgia Manufacturing, is present in the provided context (row_id 53) with matching spelling, so it is fully grounded and there are no hallucinated companies.","The response directly answers the question by naming F&P Georgia Manufacturing as a Georgia company involved in battery recycling and second‑life processing, places the result first, and follows it with a concise evidence table. The answer is clear, well‑structured, and free of rambling or contradictions."
batchwise_map_reduce,qwen2.5:14b,39,list_or_lookup_judge_recommended,True,1,supporting+gold,False,0.5,0.0,0.1,0.0,0.0,1.0,0.2667,ok,25.76,"The answer correctly identifies an R&D facility as indicating an innovation-stage role, which is supported by the context. However, it misspells the company name as ""Remarc International LLC"" while the context lists ""Racemark International LLC,"" making that claim unsupported.","The response names the company as ""Remarc International LLC"" instead of the expected ""Racemark International LLC"", failing to provide the correct required field; therefore it does not fully address the gold answer.","The actual output names ""Remarc International LLC"" while the expected answer is ""Racemark International LLC"", a clear company name mismatch, which violates step 2's penalty for wrong companies despite matching other fields.","The cited row_id (150) exists in the context, but the company name in the evidence ('Remarc International LLC') does not match the context entry ('Racemark International LLC'), making the evidence inconsistent and untraceable.","The actual output asserts ""Remarc International LLC"", but the only company in the context is ""Racemark International LLC"". The names differ significantly and are not an obvious spelling variant, so the asserted company is ungrounded, resulting in a score of zero.","The response directly answers the question by naming Remarc International LLC first, then provides a brief supporting table as evidence. It is clear, well‑structured, and concise with no extraneous or contradictory information, fully meeting the communication criteria."
batchwise_map_reduce,qwen2.5:14b,40,list_or_lookup_judge_recommended,True,5,supporting+gold,False,0.9,0.1,0.2,1.0,1.0,1.0,0.7,ok,29.8,"The answer correctly identifies GSC Steel Stamping LLC (row_id 69) and Hyundai Transys Georgia Powertrain (row_id 84) as Georgia suppliers serving both traditional OEMs (Hyundai, Kia) and an EV-native OEM (Rivian), which is fully supported by the context. However, it adds a note about ""F&P Georgia Manufacturing (row_id 53)"" that does not appear in the provided data, introducing an unsupported claim. This minor error lowers the score slightly.","The answer only lists two of the five required Georgia suppliers (GSC Steel Stamping LLC and Hyundai Transys Georgia Powertrain) and omits Duckyang, Enchem America Inc., and Racemark International LLC, which are present in the gold answer. Because key companies are missing, it fails to address the full question.","The answer only lists two of the five required Georgia suppliers (GSC Steel Stamping LLC and Hyundai Transys Georgia Powertrain) and reports a count of 2, whereas the gold answer expects five specific companies (Duckyang, GSC Steel Stamping LLC, Hyundai Transys Georgia Powertrain, Enchem America Inc., Racemark International LLC). The missing three firms and incorrect count constitute factual disagreement with the expected output, resulting in a low alignment score.","The answer cites companies GSC Steel Stamping LLC (row_id 69) and Hyundai Transys Georgia Powertrain (row_id 84). Both rows appear verbatim in the provided context, and the cited row_ids correctly correspond to those companies, making the evidence fully traceable and consistent.","The output asserts two companies—GSC Steel Stamping LLC and Hyundai Transys Georgia Powertrain—and both appear exactly in the provided context rows (row_id 69 and 84). No ungrounded or misspelled variants are present, so the response fully satisfies the grounding criteria.","The response provides a clear, direct answer that lists the Georgia suppliers meeting both criteria, states the result first, and presents it in a well‑structured format (list, table, count). It stays on point without rambling or contradictions, fulfilling the communication quality guidelines."
batchwise_map_reduce,qwen2.5:14b,41,lookup,False,4,supporting+gold,False,1.0,0.0,0.0,1.0,1.0,0.9,0.65,ok,26.1,"All factual statements in the answer—Covington, Henry County as a Georgia location with chemical manufacturing infrastructure, the presence of a Tier 2/3 supplier, and its Materials role—are directly supported by row_id 30 in the context. No unsupported or invented claims are present.","The response lists only one area (Covington, Henry County) and a different company than the expected answer, missing both required locations (Covington in Morgan County and Norcross in Gwinnett County) and their associated companies; thus it fails to address any of the key parts of the gold answer.","The actual output lists only Covington, Henry County with DAEHAN Solution Georgia LLC, while the gold answer requires two areas: Covington, Morgan County (Archer Aviation Inc.) and Norcross, Gwinnett County (Arising Industries Inc.). The location, company, and count are all incorrect, violating step 2.","The answer cites row_id 30 for DAEHAN Solution Georgia LLC in Covington, Henry County, and the context contains an identical entry with matching company name, location, and EV supply chain role (Materials). The evidence is directly traceable and supports the claim about chemical manufacturing infrastructure, showing full consistency.","The only company mentioned, DAEHAN Solution Georgia LLC, appears exactly in the provided context (row_id 30), so it is fully grounded with no hallucinations.","The response directly answers the question by naming Covington in Henry County as the Georgia area with chemical manufacturing infrastructure, and it does so succinctly before providing supporting evidence. The answer is well‑structured with a clear statement followed by a brief explanation and a table of evidence, showing no rambling or contradictions."
batchwise_map_reduce,qwen2.5:14b,42,list_or_lookup_judge_recommended,True,1,supporting+gold,False,1.0,0.0,0.2,0.0,0.0,0.9,0.35,ok,28.69,"The answer correctly identifies Jones County as having an R&D facility type in the automotive sector, which is directly supported by row_id 150 in the context (Location: Gray, Jones County; Primary Facility Type: R&D; EV Supply Chain Role: General Automotive). No unsupported or invented claims are present.","The response identifies the correct Georgia area but lists the wrong company (Remarc International LLC vs Racemark International LLC) and omits the product information that the gold answer includes, so it does not cover all required fields.","The answer identifies the correct location and count, but misstates the company name as ""Remarc International LLC"" instead of the expected ""Racemark International LLC"" and omits the product description. This factual error violates step 2, resulting in a low alignment score.","The cited row_id 150 exists in the context, but the company name in the evidence table ('Remarc International LLC') does not match the company listed in the context ('Racemark International LLC'), making the evidence inconsistent and untraceable.","The actual output asserts the company ""Remarc International LLC"", but the context contains ""Racemark International LLC""; this is not an obvious spelling variant, so the asserted company is ungrounded, resulting in a score of zero.","The response provides a clear, direct answer first—identifying Jones County as having an R&D facility suitable for EV development—and follows it with well‑structured evidence in a table. It is concise and free of rambling, meeting the communication quality criteria. No major issues in clarity or structure are present."
direct_context,deepseek-r1:32b,1,list_multi_filter,False,18,supporting+gold,False,0.2,0.0,0.1,1.0,1.0,1.0,0.55,ok,31.6,"The answer correctly reproduces the data for row_id 10, but it falsely claims there is only one Tier 1/2 supplier in Georgia and provides a count of 1. The context contains many other Tier 1/2 rows located in Georgia (e.g., row_ids 53, 75, 76, 77, etc.), so the count claim is unsupported. Because not all factual statements are backed by the context, the response receives a low score.","The actual output lists only a single Tier 1/2 supplier (Fouts Brothers Fire Equipment) while the gold answer contains 18 companies with their roles and products. It omits the majority of required companies and fields, failing to address most of the question.","The answer lists only one Tier 1/2 supplier (Fouts Brothers) with a count of 1, but the gold answer contains 18 companies. The response omits all other expected firms and provides an incorrect total, violating factual agreement with the expected output.","The response cites row_id 10 for Fouts Brothers Fire Equipment, which exactly appears in the provided context with matching company name, EV Supply Chain Role, and product/service details. The evidence is fully traceable and consistent, so the answer aligns perfectly with the evaluation steps.","The actual output asserts a single company, ""Fouts Brothers Fire Equipment"", which matches exactly the entry in the context (row_id 10). No other companies are mentioned, so all asserted entities are grounded and there are no hallucinated names.","The response directly answers the query by stating there is one Tier 1/2 supplier in Georgia, then immediately presents a well‑structured table showing the EV Supply Chain Role and Product/Service as requested. The answer is concise, ordered with the result first, and includes all required fields without extraneous information."
direct_context,deepseek-r1:32b,2,list_or_lookup,False,7,supporting+gold,False,0.0,0.0,0.2,1.0,1.0,0.9,0.5167,ok,32.86,"The answer lists Duckyang as a Battery Cell company, but the context shows its EV Supply Chain Role is ""General Automotive,"" not Battery Cell. It also omits other Georgia firms that meet the criteria (e.g., F&P Georgia Manufacturing, Honda Development & Manufacturing, IMMI). Because at least one claim is unsupported and several correct entries are missing, the response does not align with the context.","The actual output lists only four companies and omits three of the six companies present in the gold answer (F&P Georgia Manufacturing, Honda Development & Manufacturing, IMMI) while adding an extra company not in the expected list. It also fails to provide the complete set of tier and role information required. Because it does not address every part of the question covered by the gold answer, it receives a score near zero.","The actual output lists only four companies and a count of 4, while the gold answer specifies six companies. It incorrectly includes Duckyang as a Battery Cell role (the context shows its role is General Automotive) and omits three correct entries: F&P Georgia Manufacturing, Honda Development & Manufacturing, and IMMI. Although three companies match the expected list, the count, tier information, and overall selection are largely wrong, leading to heavy penalization.","All four companies listed in the Evidence table (row_ids 35, 76, 77, 83) appear verbatim in the provided context with matching row_id values and correct Georgia locations, and their EV Supply Chain Roles align with Battery Cell or Battery Pack as required. The evidence is fully traceable and consistent, so a maximum score is warranted.","The output lists Duckyang, Hitachi Astemo Americas Inc., Hollingsworth & Vose Co., and Hyundai Motor Group; each of these appears exactly in the provided context rows (35, 76, 77, 83). No hallucinated companies are present, so the response fully satisfies grounding criteria.","The response directly answers the query by stating the number of Georgia companies and presenting each company with its tier and role in a clear table, fulfilling the request concisely. It begins with the result, uses a well‑structured format, and adds only minimal supporting details (row IDs) without unnecessary rambling."
direct_context,deepseek-r1:32b,3,list_multi_filter,False,10,supporting+gold,False,0.0,0.0,0.1,0.2,0.7,0.8,0.3,ok,36.46,"The answer contains several unsupported claims: row_id 60 is listed as Lear Corporation, but the context shows row 60 is Freudenberg‑NOK; row_id 203 and 204 list Primary OEMs as ""Multiple OEMs"" even though that field is absent in the context; the EV Supply Chain Role for row 203 is described as ""Thermal Management"" despite the context giving a different role; and the company name Lear Corporation does not appear anywhere in the provided rows. Because multiple factual statements are inaccurate or invented, the response receives no credit.","The actual output lists only four suppliers (Lear Corporation, Novelis Inc., ZF Gainesville LLC) and omits three companies present in the gold answer (Freudenberg-NOK, Hyundai Transys Georgia Powertrain, Peerless-Winsmith Inc.). It also fails to provide the specific OEM details required for each company. Because key companies and fields are missing, the response does not meet the expected coverage.","The answer lists only four suppliers, omits three required companies (Freudenberg-NOK, Hyundai Transys Georgia Powertrain, Peerless-Winsmith Inc.), includes an incorrect company (Lear Corporation), and gives a count of 4 instead of the expected 5. The OEM information also does not match the gold output. These factual errors violate steps 1‑2, resulting in a very low alignment score.","The answer cites four suppliers but the evidence is inaccurate: row_id 60 in the context is Freudenberg‑NOK, not Lear Corporation, so the claimed Lear entry is fabricated; only Novelis (row_id 129) and ZF Gainesville LLC (rows 203 and 204) actually appear. The cited rows do not consistently match the companies listed, making the evidence largely untraceable.","The actual output lists three companies (Lear Corporation, Novelis Inc., ZF Gainesville LLC). Novelis Inc. and ZF Gainesville LLC appear in the provided context, but Lear Corporation does not and is not a spelling variant of any listed company, making it a hallucinated entry. Because one of the three asserted companies is ungrounded, the response loses points, resulting in a moderate score.","The response is clear, well‑structured and concise, presenting the count and a table that directly addresses the request to map Thermal Management suppliers in Georgia. It states the result first and avoids rambling. However, it only lists ""Multiple OEMs"" instead of naming specific Primary OEMs, which falls short of fully satisfying the mapping requirement."
direct_context,deepseek-r1:32b,4,list_or_lookup,False,6,supporting+gold,False,0.0,0.0,0.0,0.4,1.0,1.0,0.4,ok,33.78,"The response claims only one Georgia company (row 69) fits the Power Electronics or Charging Infrastructure categories and says no charging infrastructure firms were found. However, the context includes row 119 (Morgan Corp.) in Lawrenceville, Gwinnett County with EV Supply Chain Role ""Charging Infrastructure"" and employment 320, which directly contradicts the claim. Additionally, other rows contain ""power electronics"" in their roles but are omitted. Because key factual statements are unsupported by the provided data, the answer receives a score of zero.","The actual output lists only one company (GSC Steel Stamping LLC) while the gold answer contains four companies, omitting Morgan Corp., Yazaki North America, and ZF Gainesville LLC along with their roles and employment figures. This substantial omission of required entries results in a near‑zero alignment with the expected output.","The actual output lists only GSC Steel Stamping LLC with a count of 1, while the gold answer requires four Georgia companies (GSC Steel Stamping LLC, Morgan Corp., Yazaki North America, and ZF Gainesville LLC) with their respective employment figures. The response omits three valid entries present in the context and provides an incorrect total count, directly contradicting the expected facts.","The cited row_id 69 correctly matches a Georgia company with the Power Electronics role in the context, so that part of the evidence is traceable. However, the answer incorrectly states that no Georgia companies have a ""Charging Infrastructure"" role, ignoring row_id 119 (Morgan Corp.) which does meet that criterion. This mismatch and omission make the overall evidence incomplete and partially fabricated.","The actual output asserts only the company GSC Steel Stamping LLC, which exactly appears in the provided context (row_id 69). No other companies are mentioned, so there are no hallucinated entries. All asserted companies are grounded, warranting a perfect score.","The response directly answers the request by stating the count first, then provides a well‑structured table listing the Georgia company, its role, and employment size, followed by a brief note explaining the absence of charging infrastructure firms. It is concise, clear, and stays on point without rambling."
direct_context,deepseek-r1:32b,5,list_multi_filter,False,11,supporting+gold,False,0.2,0.3,0.1,1.0,1.0,1.0,0.6,ok,36.09,"The answer lists ten companies with the EV Supply Chain Role ""Vehicle Assembly,"" which matches the context rows, but it incorrectly labels them as ""Direct Manufacturer."" The context provides no field or value indicating a Direct Manufacturer classification, only Category = ""OEM."" Therefore the key claim about their classification is unsupported, reducing the overall alignment.","The answer lists 10 Direct Manufacturer companies correctly, matching most of the expected entries, but it omits Minebea AccessSolutions USA Inc., resulting in a missing company and an incorrect total count (10 vs 11). It also uses ""Direct Manufacturer"" instead of the expected ""Original Equipment Manufacturer"" label. Because a required company is omitted, the response does not fully address all parts of the gold answer.","The actual output lists only 10 companies and omits Minebea AccessSolutions USA Inc., which is present in the expected answer. It also incorrectly reports all EV Supply Chain Roles as Vehicle Assembly, missing the General Automotive role for Minebea. These factual errors in company count and role assignment violate the gold answer.","All ten companies listed in the Evidence table (row_ids 95 and 171‑179) appear verbatim in the provided context with matching row_id, Company name, and EV Supply Chain Role of Vehicle Assembly, making the evidence fully traceable; no fabricated or mismatched entries are present.","All ten companies listed in the actual output (Kia Georgia Inc., Superior Essex Inc., Suzuki Manufacturing of America Corp., TCI Powder Coatings, TDK Components USA Inc., TE Connectivity, Teklas USA, Textron Specialized Vehicles, Thermal Ceramics Inc., Thomson Plastics Inc.) are found verbatim in the provided context rows, so every asserted company is grounded and no hallucinations occur.","The response directly answers the question by first stating there are 10 Direct Manufacturer companies and then presenting a clear, well‑structured table listing each company and its EV Supply Chain Role (Vehicle Assembly). It is concise, organized, and contains no irrelevant or contradictory information, fully meeting the communication quality criteria."
direct_context,deepseek-r1:32b,6,list_or_lookup,False,3,supporting+gold,False,0.5,0.0,0.1,0.4,1.0,1.0,0.5,ok,26.97,"The answer correctly identifies Novelis Inc.'s location (Atlanta, Fulton County) as supported by rows 128 and 129, but it incorrectly lists ""Thermal Management"" as a Primary Facility Type; the context shows both rows have ""Manufacturing Plant"" as the Primary Facility Type. Because one factual claim is unsupported, the score is reduced.","The actual output lists only two entries (Manufacturing Plant and Thermal Management) and a count of 2, whereas the gold answer specifies three entries all classified as Manufacturing Plant. It omits one required entry, misstates facility types, and provides an incorrect count, failing to cover all parts of the expected answer.","The actual output contradicts the gold answer: it reports only two entries instead of three, omits row 64, and incorrectly lists a ""Thermal Management"" primary facility type for row 129 (the context shows its Primary Facility Type is Manufacturing Plant). These factual errors violate step 2, resulting in a very low alignment score.","Row 128 correctly matches the context (Novelis Inc., Atlanta, Fulton County, Manufacturing Plant), but row 129 does not: the context lists its Primary Facility Type as ""Manufacturing Plant"" while the answer claims ""Thermal Management"", a mismatch that makes the evidence only partially traceable.","The only company asserted is Novelis Inc., which is present in the context rows (row_id 64, 128, 129). No other companies are mentioned, so all asserted entities are grounded.","The response directly answers the question by stating the location (Atlanta, Fulton County, Georgia) and listing the associated primary facility types (Manufacturing Plant, Thermal Management). It presents the result first, follows with a clear evidence table, and is concise without rambling, meeting the communication quality criteria."
direct_context,deepseek-r1:32b,7,aggregation_ranking,False,2,supporting+gold,False,0.0,0.0,0.0,0.3,1.0,1.0,0.3833,ok,93.72,"Both factual claims are incorrect: the context shows WIKA USA has far higher employment (250000) than Arising Industries Inc., so Arising is not the highest employer in Gwinnett County, and its EV Supply Chain Role is listed as ""General Automotive,"" not ""Materials."" Hence no claim is supported.","The actual output names Arising Industries Inc. with Employment 582 and Role Materials, whereas the expected answer is WIKA USA with Employment 250000 and a specific wiring harness role; it omits the correct company, employment figure, and role, failing to address any part of the gold answer.","The actual answer states Arising Industries Inc. (Employment 582, Role Materials) as the highest employer, but the gold answer and context show WIKA USA with Employment 250000 and a different EV Supply Chain Role. This mismatches the company, employment count, and role, violating step 2.","The cited row_id (5) correctly matches Arising Industries Inc., location, and employment, but the EV Supply Chain Role in the context is ""General Automotive"" while the answer claims it is ""Materials,"" indicating a mismatch; thus the evidence is not fully consistent with the context.","The only company mentioned, Arising Industries Inc., is present in the context data, so it is fully grounded with no hallucinated entities.","The response directly answers the question with a clear statement of the company, its employment figure, and EV supply chain role, placing the result first. It is concise and well‑structured, followed by supporting evidence in a tidy table, meeting all communication criteria."
direct_context,deepseek-r1:32b,8,aggregation_ranking,False,1,supporting+gold,False,1.0,0.0,0.0,1.0,1.0,1.0,0.6667,ok,23.25,"All factual claims—Hall County as the county, Tier 1 supplier status, and employment of 860—are directly supported by the single context row, with no invented information.","The actual output names Hall County with 860 employees, whereas the expected answer specifies Troup County with 2,435 employees; it omits the correct county and employment figure, failing to address any part of the gold answer.","The answer states Hall County with 860 employees, but the gold answer requires Troup County with 2,435 employees; both the county and employment count are incorrect, violating step 2.","The evidence table cites row_id 1 with JTEKT North America Corp., Tier 1, Hall County location and 860 employees, which exactly matches the single context entry (row_id 1) and supports the answer; no fabrication or mismatch is present.","The output asserts the company ""JTEKT North America Corp."", which is present in the provided context; there are no additional or misspelled companies, so all asserted entities are grounded.","The response directly answers the question by stating 'Hall County' and its employment total first, then supplies a clear evidence table with the relevant row, making it concise and well‑structured."
direct_context,deepseek-r1:32b,9,aggregation_ranking,False,4,supporting+gold,False,1.0,0.0,0.2,1.0,1.0,1.0,0.7,ok,25.5,"All factual statements are directly supported by the provided context: the four rows listed belong to Hall County and their employment values (860, 807, 17500, 106100) sum to 125,267, matching the answer. No unsupported or invented claims are present.","The actual output states Hall County's combined employment as 125,267, which does not match the expected value of 314,452, so it fails to meet the gold answer. The key required field (the correct total employment figure) is incorrect, resulting in no alignment with the evaluation steps.","The answer identifies the correct county (Hall County) but reports an incorrect combined employment figure (125,267) instead of the expected total (314,452). The actual output omits many relevant rows from the context, leading to a factual disagreement with the gold answer, which warrants a low score.","All cited row_ids (1, 3, 204, 205) correspond to companies present in the context with matching employment figures, and their sum correctly yields the reported total of 125,267 for Hall County. The evidence is fully consistent and traceable.","The actual output lists JTEKT North America Corp., Grudem, and ZF Gainesville LLC; all three are present in the provided context rows, so there are no hallucinated companies.","The response directly answers the question with a clear statement that Hall County has the highest employment and provides the combined figure up front. It is well‑structured, concise, and follows the answer with supporting evidence without any contradictions or unnecessary rambling."
direct_context,deepseek-r1:32b,10,list_multi_filter,False,10,supporting+gold,False,0.3,0.0,0.1,1.0,1.0,1.0,0.5667,ok,29.02,"Rows 95 and 172 are accurately reported from the context, but the answer omits row 171 (Superior Essex Inc.) which also has a Vehicle Assembly role in Georgia, making the claim of only two facilities incorrect. The count and completeness are unsupported, so the response does not fully align with the facts.","The actual output lists only 2 facilities (Kia Georgia Inc. and Suzuki Manufacturing of America Corp.) while the gold answer contains 10 Vehicle Assembly OEMs with their Primary OEMs, omitting eight required entries. This substantial omission fails to address most parts of the question.","The actual output lists only two facilities (row_ids 95 and 172) while the gold answer contains ten Vehicle Assembly facilities from the provided context. It gives an incorrect count, omits nine valid companies, and thus contradicts the expected factual information.","Both cited row_ids (95 and 172) match entries in the context: Kia Georgia Inc. and Suzuki Manufacturing of America Corp. each have Vehicle Assembly roles and the listed Primary OEMs, confirming traceable evidence; therefore the response fully aligns with the evaluation steps.","The output lists Kia Georgia Inc. and Suzuki Manufacturing of America Corp.; both names appear exactly in the provided context (row_id 95 and 172), so no hallucinated companies are present, resulting in a perfect score.","The response directly answers the query by listing two Georgia vehicle assembly facilities and their primary OEMs in a clear, well‑structured markdown table, stating the result first and providing supporting row IDs; it is concise with no contradictions."
direct_context,deepseek-r1:32b,11,list_or_lookup,False,4,supporting+gold,False,0.6,1.0,0.1,0.4,1.0,0.9,0.6667,ok,30.72,"Two of the three product claims (row_ids 148 and 151) match Sewon America Inc. entries in the context, but the third claim uses row_id 160, which belongs to Denkai America, not Sewun America. This unsupported/invented claim means not all factual statements are backed by the provided rows, reducing the score.","The actual output lists the same three products (Motor vehicle engines and parts, Fire truck bodies, Automotive aftermarket parts) and correctly identifies the location as LaGrange, Troup County, matching every detail in the gold answer; no required fields are omitted.","The answer lists three products but includes row_id 160, which belongs to Denkai America, not Sewon America, and omits the correct fire‑truck bodies entry (row_id 161). This contradicts the expected list of Sewon America's three Georgia products and misidentifies a company, violating step 2.","Rows 148 and 151 correctly cite Sewun America Inc. with matching products in the context, but row_id 160 is assigned to Sewon America Inc. even though the context shows it belongs to Denkai America; the fire‑truck bodies entry for Sewon actually appears as row_id 161. This mismatch makes the evidence only partially traceable, so the response receives a low score.","The actual output asserts only ""Sewon America Inc.""; this company is present in the context rows (148, 151, 161), so it is fully grounded with no hallucinated entities.","The response directly answers the query by listing Sewon America's primary products and services in Georgia, presenting them in a clear table with row IDs and a count. The answer is well‑structured, concise, and avoids rambling or contradictions, meeting the communication quality criteria."
