question_number,question,answer,model,num_ctx,prompt_eval_count,eval_count,total_duration,load_duration,prompt_eval_duration,eval_duration
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Q: Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.
Answer: 
- Automotive aftermarket parts
- Motor vehicle engines and parts
- Fire truck bodies
Supporting companies/rows: Sewon America Inc. (row_id 159, 160, 161)
Notes:",qwen3.6:35b-a3b,65536,39573,1342,85312550322,248617498,621739300,83594526100
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,"Q: List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.
Answer: 
Duckyang
Enchem America Inc.
GSC Steel Stamping LLC
Count: 3
Supporting companies/rows: Duckyang (row_id 44), Enchem America Inc. (row_id 49), GSC Steel Stamping LLC (row_id 69)
Notes: 
- Duckyang: EV Supply Chain Role = General Automotive
- Enchem America Inc.: EV Supply Chain Role = General Automotive
- GSC Steel Stamping LLC: EV Supply Chain Role = Power Electronics
- Filter applied: `Category` = ""Tier 2/3"" AND `EV / Battery Relevant` = ""Yes""",qwen3.6:35b-a3b,65536,39578,7238,464754125550,221696835,612984597,459857343700
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.","Q: Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.
Answer: 
Companies linked to Rivian Automotive in Georgia:
1. Duckyang
2. Enchem America Inc.
3. GSC Steel Stamping LLC
4. Hyundai Transys Georgia Powertrain
5. Racemark International LLC
6. Suzuki Manufacturing of America Corp.
Count: 6

Breakdown by Tier and EV Supply Chain Role:
- **OEM**: Suzuki Manufacturing of America Corp. (Vehicle Assembly)
- **Tier 1**: Racemark International LLC (General Automotive)
- **Tier 1/2**: Hyundai Transys Georgia Powertrain (Thermal Management)
- **Tier 2/3**: Duckyang (General Automotive), Enchem America Inc. (General Automotive), GSC Steel Stamping LLC (Power Electronics)

Supporting companies/rows: Duckyang (row_id 44), Enchem America Inc. (row_id 49), GSC Steel Stamping LLC (row_id 69), Hyundai Transys Georgia Powertrain (row_id 84), Racemark International LLC (row_id 150), Suzuki Manufacturing of America Corp. (row_id 172)
Notes:",qwen3.6:35b-a3b,65536,39574,3520,224152629937,250785178,612198432,221256251240
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","Q: Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?
Answer: 
- Duckyang (Tier 2/3)
- Hollingsworth & Vose Co. (Tier 1/2)
- IMMI (Tier 1/2)
Count: 3
Supporting companies/rows: Duckyang (row_id 44), Hollingsworth & Vose Co. (row_id 77), IMMI (row_id 86)
Notes:",qwen3.6:35b-a3b,65536,39580,3616,230337747520,238773759,611544554,227406385926
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,"Q: Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.
Answer: 
- Enchem America Inc.: Hyundai Kia Rivian
- Solvay Specialty Polymers USA LLC: Multiple OEMs
- WIKA USA: null
- Woodbridge Foam Corp.: null
Count: 4
Supporting companies/rows: Enchem America Inc. (row_id 49), Solvay Specialty Polymers USA LLC (row_id 165), WIKA USA (row_id 196), Woodbridge Foam Corp. (row_id 197)
Notes:",qwen3.6:35b-a3b,65536,39574,2298,146132461775,240540067,615317239,143918808659
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,"Q: Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.
Answer: F&P Georgia LLC, Hollingsworth & Vose Co., IMMI. Count: 3.
Supporting companies/rows: F&P Georgia LLC (row_id 53), Hollingsworth & Vose Co. (row_id 77), IMMI (row_id 86)
Notes: All three companies are classified as Tier 1/2 and list ""Hyundai Kia"" as their Primary OEMs, indicating existing contracts. No Tier 1 companies in the provided dataset explicitly list battery electrolyte or lithium-ion battery material production.",qwen3.6:35b-a3b,65536,39580,3457,220268542682,246403880,596520729,217422273650
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,"Q: Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?
Answer: 
- WIKA USA
- Woodbridge Foam Corp.
- Woory Industrial Co.
- Yachiyo Manufacturing of America LLC
Total count: 4 companies.
Supporting companies/rows: WIKA USA (row_id 196), Woodbridge Foam Corp. (row_id 197), Woory Industrial Co. (row_id 198), Yachiyo Manufacturing of America LLC (row_id 199)
Notes:",qwen3.6:35b-a3b,65536,39572,2428,154092006532,251391292,609451244,151787749955
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,"Q: Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.
Answer: Not found in the data.
Supporting companies/rows: None
Notes: The provided dataset contains no Tier 2/3 companies in the ""Electronic and Other Electrical Equipment and Components"" industry group. All companies listed under that industry group are classified as Tier 1/2. Additionally, while a few companies in the dataset have an EV Supply Chain Role of ""Power Electronics"" (e.g., GSC Steel Stamping LLC at row_id 69), they do not match the specified Tier 2/3 category and industry group criteria.",qwen3.6:35b-a3b,65536,39578,3205,203692267057,255328295,613978220,200963801121
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,"Q: Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.
Answer: Duckyang
Count: 1
Supporting companies/rows: Duckyang (row_id 44)
Notes:",qwen3.6:35b-a3b,65536,39571,1663,105554158327,237554634,618171670,103676174529
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","Q: Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?
Answer: Not found in the data.
Supporting companies/rows: None
Notes: The provided JSONL data does not list any companies with the Category ""Tier 1/2"" that produce engineered plastics, polymers, or composite materials. The Tier 1/2 companies in the dataset are primarily involved in battery materials, electronics, automotive batteries, and electrical components.",qwen3.6:35b-a3b,65536,39577,5517,353152314932,239335119,612832766,349186263729
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,"Q: Find Georgia suppliers with existing Hyundai/Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.
Answer: 
- Duckyang
- Enchem America Inc.
- F&P Georgia Manufacturing
- GSC Steel Stamping LLC
- Hitachi Astemo Americas Inc.
- Hollingsworth & Vose Co.
- Honda Development & Manufacturing
- Hyundai Motor Group
- Hyundai Transys Georgia Powertrain
- IMMI
- Racemark International LLC
- Superior Essex Inc.
- TCI Powder Coatings
Total count: 13
Supporting companies/rows: Duckyang (row_id 44), Enchem America Inc. (row_id 49), F&P Georgia Manufacturing (row_id 53), GSC Steel Stamping LLC (row_id 69), Hitachi Astemo Americas Inc. (row_id 76), Hollingsworth & Vose Co. (row_id 77), Honda Development & Manufacturing (row_id 78), Hyundai Motor Group (row_id 83), Hyundai Transys Georgia Powertrain (row_id 84), IMMI (row_id 86), Racemark International LLC (row_id 150), Superior Essex Inc. (row_id 171), TCI Powder Coatings (row_id 173)
Notes: All listed companies explicitly name Hyundai and/or Kia in their Primary OEMs field. The majority are marked ""EV / Battery Relevant: Yes"" and hold roles such as Battery Pack, Battery Cell, Power Electronics, or Thermal Management, aligning with EV battery production needs. TCI Powder Coatings is marked ""Indirect"" for EV/Battery relevance. Two entries (Superior Essex Inc. and TCI Powder Coatings) are classified as OEMs in the dataset but meet the explicit contract condition.",qwen3.6:35b-a3b,65536,39576,5590,357121750079,267083094,619971279,353083358891
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","Q: Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and their assigned tier.
Answer: 
- GSC Steel Stamping LLC (Tier 2/3)
- Hyundai MOBIS (Georgia) (Tier 1/2)
- Hyundai Transys Georgia Seating Systems (Tier 1/2)
- Yazaki North America (OEM Footprint)
- ZF Gainesville LLC (OEM Supply Chain)
Count: 5
Supporting companies/rows: GSC Steel Stamping LLC (row_id 69), Hyundai MOBIS (Georgia) (row_id 82), Hyundai Transys Georgia Seating Systems (row_id 85), Yazaki North America (row_id 201), ZF Gainesville LLC (row_id 204)
Notes: Tier assignments reflect the exact ""Category"" field values provided in the dataset, which denote supply chain tiers (e.g., Tier 1/2, Tier 2/3) or OEM footprint classifications per the data dictionary.",qwen3.6:35b-a3b,65536,39582,3206,203818099562,245238854,598381861,201118827705
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?","Q: Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?
Answer: 
- Archer Aviation Inc. (Tier 2/3)
- TCI Powder Coatings (OEM)
Count: 2
Supporting companies/rows: Archer Aviation Inc. (row_id 8), TCI Powder Coatings (row_id 173)
Notes:",qwen3.6:35b-a3b,65536,39570,1705,108224712484,255814429,626509794,106301414734
24,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","Q: Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, and what are their linked Primary OEMs?
Answer: The following Tier 1/2 companies in Georgia manufacture battery-related components/parts and are linked to the Primary OEMs listed:
- F&P Georgia Manufacturing (Primary OEMs: Hyundai Kia)
- Hitachi Astemo Americas Inc. (Primary OEMs: Hyundai Kia)
- Hollingsworth & Vose Co. (Primary OEMs: Hyundai Kia)
- Honda Development & Manufacturing (Primary OEMs: Hyundai Kia)
- Hyundai Motor Group (Primary OEMs: Hyundai Kia)
- IMMI (Primary OEMs: Hyundai Kia)
Supporting companies/rows: F&P Georgia Manufacturing (row_id 53), Hitachi Astemo Americas Inc. (row_id 76), Hollingsworth & Vose Co. (row_id 77), Honda Development & Manufacturing (row_id 78), Hyundai Motor Group (row_id 83), IMMI (row_id 86)
Notes: All listed companies are classified as Tier 1/2 and have ""EV / Battery Relevant"" marked as ""Yes"". Their products include battery cells, battery materials, battery electrolyte, battery recycler/raw materials, and battery parts for electric vehicles. The dataset does not explicitly list ""enclosure systems,"" but these companies cover the battery pack/parts manufacturing category.",qwen3.6:35b-a3b,65536,39588,4231,269422905082,233091827,632665001,266136144478
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,"Q: Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.
Answer: ACM Georgia LLC, Arising Industries Inc., AVS, Dinex Emissions Inc., FOX Factory. Count: 5
Supporting companies/rows: ACM Georgia LLC (row_id 1), Arising Industries Inc. (row_id 10), AVS (row_id 14), Dinex Emissions Inc. (row_id 40), FOX Factory (row_id 58)
Notes: All listed companies have an ""EV / Battery Relevant"" status of ""Indirect,"" confirming their components are transferable to EV platforms. Employment figures are 400, 582, 310, 500, and 345 respectively.",qwen3.6:35b-a3b,65536,39582,8882,572063492424,249501125,608294001,566277001060
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,"Q: Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.
Answer: 
- Archer Aviation Inc.: Powder coatings for automotive and other industries
- Arising Industries Inc.: Rubber powders for tires
Count: 2
Supporting companies/rows: Archer Aviation Inc. (row_id 8), Arising Industries Inc. (row_id 9)
Notes:",qwen3.6:35b-a3b,65536,39574,1186,75508636020,242807823,616915121,73891302744
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","Q: Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?
Answer: Power Electronics and Charging Infrastructure.
Supporting companies/rows: GSC Steel Stamping LLC (row_id 69) for Power Electronics; Morgan Corp. (row_id 119) for Charging Infrastructure.
Notes: Each of these two roles is served by exactly one company in the dataset. All other standard EV Supply Chain Roles from the controlled vocabulary (Vehicle Assembly, Battery Cell, Battery Pack, Thermal Management, Materials, General Automotive) are served by multiple companies. Some rows contain unique descriptive role strings (e.g., ""OEM corporate footprint influencing EV strategy""), but they fall outside the standard controlled vocabulary for EV Supply Chain Roles.",qwen3.6:35b-a3b,65536,39581,6538,418922630760,216830255,620543320,414414668778
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","Q: Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM?
Answer: 
- F&P Georgia Manufacturing
- Hitachi Astemo Americas Inc.
- Hollingsworth & Vose Co.
- Honda Development & Manufacturing
- Hyundai Motor Group
- IMMI
Count: 6
Supporting companies/rows: F&P Georgia Manufacturing (row_id 53), Hitachi Astemo Americas Inc. (row_id 76), Hollingsworth & Vose Co. (row_id 77), Honda Development & Manufacturing (row_id 78), Hyundai Motor Group (row_id 83), IMMI (row_id 86)
Notes:",qwen3.6:35b-a3b,65536,39573,2515,159521782095,250661238,594802081,157190176631
29,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","Q: For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?
Answer: Not found in the data.
Supporting companies/rows: 
Notes:",qwen3.6:35b-a3b,65536,39582,2507,158953569737,241644389,599964129,156643849379
30,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","Q: Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies.
Answer: Duckyang, Enchem America Inc. (2)
Supporting companies/rows: Duckyang (row_id 44), Enchem America Inc. (row_id 49)
Notes:",qwen3.6:35b-a3b,65536,39588,3543,225260080786,234204879,630202309,222361827245
31,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,"Q: Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').
Answer: 
- Fouts Brothers Fire Equipment
- Hitachi Astemo
- Hwashin
- Hyundai & LG Energy Solution (LGES)
- Hyundai Industrial Co.
- Hyundai MOBIS (Georgia)
- Hyundai Transys Georgia Seating Systems
- IMS Gear Georgia Inc.
- Inalfa Roof Systems Inc.
- JAC Products Inc.
- Jefferson Southern Corp.
Count: 11
Supporting companies/rows: Fouts Brothers Fire Equipment (row_id 57), Hitachi Astemo (row_id 75), Hwashin (row_id 79), Hyundai & LG Energy Solution (LGES) (row_id 80), Hyundai Industrial Co. (row_id 81), Hyundai MOBIS (Georgia) (row_id 82), Hyundai Transys Georgia Seating Systems (row_id 85), IMS Gear Georgia Inc. (row_id 87), Inalfa Roof Systems Inc. (row_id 88), JAC Products Inc. (row_id 89), Jefferson Southern Corp. (row_id 90)
Notes:",qwen3.6:35b-a3b,65536,39577,3684,233916864243,246315612,602817951,230954164437
32,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,"Q: Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees.
Answer: 
- Freudenberg-NOK
- Hyundai Transys Georgia Powertrain
- Peerless-Winsmith Inc.
Count: 3
Supporting companies/rows: Freudenberg-NOK (row_id 60), Hyundai Transys Georgia Powertrain (row_id 84), Peerless-Winsmith Inc. (row_id 139)
Notes:",qwen3.6:35b-a3b,65536,39581,3978,253142045215,246382313,622373163,249996053244
33,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?,"Q: Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?
Answer: 
- Trenton Pressing Inc.
- Valeo
- Vanguard National Trailer Corp.
- Vernay
- Vista Metals Corp.
- Voestalpine Automotive Body Parts Inc.
- Volvo Cars USA
- Volvo Group North America
- Wabash National Corp.
- Wheelabrator Group Inc.
- WIKA USA
- Woodbridge Foam Corp.
- Woory Industrial Co.
- Yachiyo Manufacturing of America LLC
- Yamaha Motor Manufacturing Corp.
- Yazaki North America
- YKK USA Inc.
- ZF Gainesville LLC

Count: 18

Supporting companies/rows: Trenton Pressing Inc. (row_id 186), Valeo (row_id 187), Vanguard National Trailer Corp. (row_id 188), Vernay (row_id 189), Vista Metals Corp. (row_id 190), Voestalpine Automotive Body Parts Inc. (row_id 191), Volvo Cars USA (row_id 192), Volvo Group North America (row_id 193), Wabash National Corp. (row_id 194), Wheelabrator Group Inc. (row_id 195), WIKA USA (row_id 196), Woodbridge Foam Corp. (row_id 197), Woory Industrial Co. (row_id 198), Yachiyo Manufacturing of America LLC (row_id 199), Yamaha Motor Manufacturing Corp. (row_id 200), Yazaki North America (row_id 201), YKK USA Inc. (row_id 202), ZF Gainesville LLC (row_ids 203, 204, 205)
Notes:",qwen3.6:35b-a3b,65536,39569,4135,262958419267,253065907,592739159,259747282195
