arm,model_name,question_number,question_type,judge_recommended,use_case_category,status,answered,error_message,gold_count,pred_count,count_correct,count_error,gold_company_count,pred_company_count,company_precision,company_recall,company_f1,missing_companies,extra_kb_companies,gold_county_count,pred_county_count,county_precision,county_recall,county_f1,entity_basis,entity_precision,entity_recall,entity_f1,gold_numbers,numeric_recall,field_value_accuracy,unknown_company_mentions,unknown_company_mention_count,has_answer_section,has_evidence_section,has_count_section,has_supporting_row_ids_section,has_notes_section,format_core_ok,supporting_row_ids,supporting_row_id_count,bad_supporting_row_ids,duplicate_supporting_row_id_count,count_vs_supporting_ids_ok,inline_thinking_leak,prompt_eval_count,eval_count,num_ctx_requested,runtime_seconds,map_failed_count,candidate_count,verified_count,response_char_count,source_file,source_question
direct_context,deepseek-r1:32b,23,list_or_lookup_judge_recommended,True,Supply Chain Risk & Resilience,ok,True,,28,19,False,-9,25,10,1.0,0.4,0.5714,"[""GSC Steel Stamping LLC"", ""Morgan Corp."", ""TI Fluid Systems"", ""TN Americas Holding Inc."", ""Tie Down Engineering"", ""Toyota Industries Group (TACG-TICA)"", ""Trenton Pressing"", ""Valeo"", ""Vanguard National Trailer Corp."", ""Vernay"", ""Voestalpine Automotive Body Parts Inc."", ""Volvo Cars USA"", ""Volvo Group North America"", ""Wabash National Corp."", ""Wheelabrator Group Inc.""]",[],0,0,1.0,1.0,1.0,company,1.0,0.4,0.5714,"[""1""]",0.0,0.64,[],0,True,True,True,True,True,True,"[185, 190, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205]",12,[],0,False,False,40016,1128,65536,54.73748519,,,,1355,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?"
direct_context,deepseek-r1:32b,24,list_or_lookup_judge_recommended,True,Supply Chain Risk & Resilience,ok,True,,6,4,False,-2,6,4,0.75,0.5,0.6,"[""F&P Georgia Manufacturing"", ""Honda Development & Manufacturing"", ""IMMI""]","[""DAS Corp.""]",0,0,1.0,1.0,1.0,company,0.75,0.5,0.6,[],,1.0,[],0,True,True,True,True,False,True,"[35, 76, 77, 83]",4,[],0,True,False,40008,587,65536,29.242307534,,,,527,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?"
direct_context,deepseek-r1:32b,25,count_judge_recommended,True,Supply Chain Risk & Resilience,ok,True,,6,1,False,-5,6,1,1.0,0.1667,0.2857,"[""Enchem America Inc."", ""F&P Georgia Manufacturing"", ""Hyundai Motor Group"", ""IMMI"", ""Racemark International LLC""]",[],0,0,1.0,1.0,1.0,company,1.0,0.1667,0.2857,"[""100"", ""104"", ""120"", ""130"", ""155"", ""164"", ""200""]",0.2857,0.3889,[],0,True,True,True,True,False,True,[84],1,[],0,True,False,40017,1938,65536,93.044132161,,,,403,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?"
direct_context,deepseek-r1:32b,26,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,2,1,False,-1,2,1,0.0,0.0,0.0,"[""Duckyang"", ""Enchem America Inc.""]","[""Arising Industries Inc.""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""3""]",1.0,0.6667,[],0,True,True,True,True,True,True,[5],1,[],0,True,False,40005,364,65536,18.776471703,,,,450,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,Identify Georgia Tier 2/3 suppliers that are EV Relevant and classified as General Automotive.
direct_context,deepseek-r1:32b,27,list_multi_filter,False,Supply Chain Risk & Resilience,ok,True,,11,47,False,36,11,34,0.0588,0.1818,0.0889,"[""Hitachi Astemo"", ""Hwashin"", ""Hyundai & LG Energy Solution (LGES)"", ""Hyundai Industrial Co."", ""Hyundai MOBIS (Georgia)"", ""IMS Gear Georgia Inc."", ""Inalfa Roof Systems Inc."", ""JAC Products Inc."", ""Jefferson Southern Corp.""]","[""ACM Georgia LLC"", ""Club Car LLC"", ""Eaton Corp."", ""F&P Georgia Manufacturing"", ""Hitachi Astemo Americas Inc."", ""Hollingsworth & Vose Co."", ""Hyundai Motor Group"", ""Hyundai Transys Georgia Powertrain"", ""JTEKT North America Corp."", ""KTX America Corporation"", ""Kautex Inc."", ""Kia Georgia Inc."", ""Kyungshin America Corp."", ""Lark United Manufacturing Inc."", ""Lear Corporation"", ""Lund International Inc./Ventshade Division"", ""Lyle Industries Inc."", ""MAT Heavy Duty"", ""Mando America Corp."", ""Mercedes-Benz USA LLC"", ""Milliken & Co./Valway Plant"", ""NIFCO KTW America Corp."", ""Nile Automotive"", ""Nisshinbo Automotive Manufacturing Inc."", ""PPG Industries Inc."", ""SK Battery America"", ""Seoyon E-Hwa Interior Systems"", ""SungEel Recycling Park Georgia"", ""Trenton Pressing Inc."", ""WIKA USA"", ""Wabash National Corp."", ""ZF Gainesville LLC""]",0,0,1.0,1.0,1.0,company,0.0588,0.1818,0.0889,"[""1"", ""2""]",1.0,0.6667,[],0,True,True,True,True,True,True,"[1, 2, 6, 8, 10, 23, 24, 28, 37, 40, 53, 76, 77, 83, 84, 95, 96, 98, 100, 102, 105, 106, 123, 124, 125, 130, 147, 158, 163, 170, 185, 194, 196, 205]",34,[],0,False,False,40013,2761,65536,132.177569821,,,,3057,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').
direct_context,deepseek-r1:32b,28,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,3,0,False,-3,3,0,0.0,0.0,0.0,"[""Freudenberg-NOK"", ""Hyundai Transys Georgia Powertrain"", ""Peerless-Winsmith Inc.""]",[],0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""130"", ""160"", ""200""]",0.3333,0.3333,[],0,True,True,True,True,True,True,[200],1,[],0,False,False,40016,553,65536,27.684973775,,,,336,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.
direct_context,deepseek-r1:32b,29,list_or_lookup,False,Supply Chain Risk & Resilience,ok,True,,23,35,False,12,23,23,1.0,1.0,1.0,[],[],0,0,1.0,1.0,1.0,company,1.0,1.0,1.0,[],,1.0,[],0,True,True,True,True,True,True,"[180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205]",26,[],0,False,False,40004,1268,65536,61.292906727,,,,2043,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,Identify any EV-relevant Georgia companies classified as OEM Footprint or OEM Supply Chain?
direct_context,deepseek-r1:32b,30,aggregation_ranking_judge_recommended,True,Supply Chain Mapping & Visibility,ok,True,,10,4,False,-6,10,4,0.0,0.0,0.0,"[""ACM Georgia LLC"", ""Arising Industries Inc."", ""Dinex Emissions Inc."", ""Fouts Brothers Fire Equipment"", ""JTEKT North America Corp."", ""Kautex Inc."", ""Lark United Manufacturing Inc."", ""Lund International Inc."", ""Mack Trucks"", ""Mando America Corp.""]","[""Duckyang"", ""TCI Powder Coatings"", ""TE Connectivity"", ""Vernay""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,"[""400"", ""460"", ""500"", ""582"", ""630"", ""700"", ""800"", ""860""]",0.0,0.0,[],0,True,True,True,True,True,True,"[35, 174, 175, 189]",4,[],0,True,False,40010,1742,65536,83.708855399,,,,961,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Top 10 Georgia companies based on employment size that supply both General Automotive and EV-specific components, indicating transition readiness?"
direct_context,deepseek-r1:32b,31,list_or_lookup,False,Product & Technology Trends,ok,True,,7,11,False,4,7,11,0.1818,0.2857,0.2222,"[""Bridgestone Bandag"", ""Dinex Emissions Inc."", ""Down 2 Earth Trailers"", ""Erdrich USA Inc."", ""Global Powertrain Systems LLC""]","[""Continental Automotive"", ""Daesol Material Georgia, LLC"", ""Duckyang"", ""Ecoplastic Corporation"", ""Hyundai Transys Georgia Powertrain"", ""Novelis Inc."", ""Oneda Corp."", ""Panasonic Automotive Systems Co."", ""SK Battery America""]",0,0,1.0,1.0,1.0,company,0.1818,0.2857,0.2222,"[""2"", ""3""]",1.0,0.75,[],0,True,True,True,True,False,True,"[10, 21, 26, 31, 36, 41, 84, 90, 129, 137, 163]",11,[],0,True,False,40010,3254,65536,156.03150112,,,,1942,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,Which Georgia Tier 2/3 suppliers currently produce lightweight aluminum or composite materials and are ev relevant or indirectly ev relevant?
direct_context,deepseek-r1:32b,32,list_or_lookup,False,Product & Technology Trends,ok,True,,1,1,True,0,1,1,0.0,0.0,0.0,"[""GSC Steel Stamping LLC""]","[""WIKA USA""]",0,0,1.0,1.0,1.0,company,0.0,0.0,0.0,[],,0.0,[],0,True,True,True,True,True,True,[196],1,[],0,True,False,40023,540,65536,27.050745161,,,,797,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Identify Georgia companies whose product descriptions include 'high-voltage', 'DC-to-DC', 'inverter', or 'motor controller' — these signal EV powertrain electronics growth."
direct_context,deepseek-r1:32b,33,list_or_lookup_judge_recommended,True,Product & Technology Trends,ok,True,,3,4,False,1,3,4,0.75,1.0,0.8571,[],"[""TE Connectivity""]",0,0,1.0,1.0,1.0,company,0.75,1.0,0.8571,"[""1000"", ""1100"", ""1800"", ""3000""]",1.0,1.0,[],0,True,True,True,True,False,True,"[173, 175, 176, 177]",4,[],0,True,False,40027,733,65536,36.19100433,,,,768,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Which Georgia automotive companies employ over 1,000 workers but are currently categorized as only ""Indirectly Relevant"" to the EV sector, indicating a massive workforce pool ready for a strategic pivot?"
direct_context,deepseek-r1:32b,34,aggregation_ranking,False,Product & Technology Trends,ok,True,,4,4,True,0,4,2,1.0,0.5,0.6667,"[""Freudenberg-NOK"", ""Peerless-Winsmith Inc.""]",[],0,0,1.0,1.0,1.0,company,1.0,0.5,0.6667,"[""160"", ""200"", ""170000""]",0.6667,0.25,[],0,True,True,True,True,False,True,"[60, 203, 204, 205]",4,[],0,True,False,40007,969,65536,47.224585907,,,,808,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Which four Georgia companies have the largest employment in EV thermal management, and how many employees does each have?"
direct_context,deepseek-r1:32b,35,list_multi_filter,False,Product & Technology Trends,ok,True,,5,3,False,-2,5,3,0.6667,0.4,0.5,"[""Hyundai Transys Georgia Powertrain"", ""Novelis Inc."", ""Peerless-Winsmith Inc.""]","[""TI Fluid Systems""]",0,0,1.0,1.0,1.0,company,0.6667,0.4,0.5,[],,0.6667,[],0,True,True,True,True,False,True,"[60, 180, 203]",3,[],0,True,False,40008,814,65536,39.879534312,,,,631,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,"Which companies are involved in thermal-related products or services, and what roles and facility types are they associated with?"
direct_context,deepseek-r1:32b,36,list_or_lookup,False,Product & Technology Trends,ok,True,,11,10,False,-1,11,10,0.9,0.8182,0.8571,"[""Hitachi Astemo"", ""Hyundai & LG Energy Solution (LGES)""]","[""Racemark International LLC""]",0,0,1.0,1.0,1.0,company,0.9,0.8182,0.8571,"[""1"", ""2""]",1.0,1.0,[],0,True,True,True,True,False,True,"[10, 79, 87, 89, 93, 99, 130, 145, 150, 165]",10,[],0,True,False,39999,3663,65536,175.43317937,,,,1209,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,Which Tier 1/2 Georgia companies listed under General Automotive?
direct_context,deepseek-r1:32b,37,list_or_lookup,False,Product & Technology Trends,ok,True,,5,1,False,-4,5,1,1.0,0.2,0.3333,"[""Hyundai Transys Georgia Powertrain"", ""Novelis Inc."", ""Peerless-Winsmith Inc."", ""ZF Gainesville LLC""]",[],0,0,1.0,1.0,1.0,company,1.0,0.2,0.3333,"[""130"", ""160"", ""200"", ""170000"", ""170650""]",0.2,0.5,[],0,True,True,True,True,False,True,[60],1,[],0,True,False,40006,691,65536,34.132110618,,,,437,results/direct_context/raw_json/answers_deepseek-r1_32b.jsonl,How is demand for thermal management solutions reflected in the number and employment size of Georgia Thermal Management suppliers?
