arm,model_name,question_number,mention_text,classification,sources,matched_kb_company,similarity,matched_field,matched_value
direct_context,deepseek-r1:32b,5,Textron Specialized Vehicles,known_kb_company,evidence_company,Textron Specialized Vehicles,1.0,,
direct_context,deepseek-r1:32b,5,Thermal Ceramics Inc,known_kb_company,evidence_company,Thermal Ceramics Inc.,1.0,,
direct_context,deepseek-r1:32b,5,Thomson Plastics Inc,known_kb_company,evidence_company,Thomson Plastics Inc.,1.0,,
direct_context,deepseek-r1:32b,6,Novelis Inc,known_kb_company,"evidence_company,answer_prose",Novelis Inc.,1.0,,
direct_context,deepseek-r1:32b,7,Arising Industries Inc,known_kb_company,"evidence_company,answer_prose",Arising Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,8,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,deepseek-r1:32b,9,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,deepseek-r1:32b,9,Grudem,known_kb_company,evidence_company,Grudem,1.0,,
direct_context,deepseek-r1:32b,9,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,10,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,deepseek-r1:32b,10,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,deepseek-r1:32b,11,Sewon America Inc,known_kb_company,"evidence_company,answer_prose",Sewon America Inc.,1.0,,
direct_context,deepseek-r1:32b,12,Arising Industries Inc,known_kb_company,evidence_company,Arising Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,12,EVCO Plastics,known_kb_company,evidence_company,EVCO Plastics,1.0,,
direct_context,deepseek-r1:32b,12,Aspen Aerogels,known_kb_company,evidence_company,Aspen Aerogels,1.0,,
direct_context,deepseek-r1:32b,12,Bonald,true_out_of_kb_hallucination,evidence_company,Oneda Corp.,0.5455,,
direct_context,deepseek-r1:32b,12,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,deepseek-r1:32b,12,Aurubis,known_kb_company,evidence_company,Aurubis,1.0,,
direct_context,deepseek-r1:32b,12,AVS,known_kb_company,evidence_company,AVS,1.0,,
direct_context,deepseek-r1:32b,12,Blue Ridge Manufacturing,known_kb_company,evidence_company,Blue Ridge Manufacturing,1.0,,
direct_context,deepseek-r1:32b,12,Dongwon Autopart Technology Georgia LLC,known_kb_company,evidence_company,Dongwon Autopart Technology Georgia LLC,1.0,,
direct_context,deepseek-r1:32b,12,GEDIA Georgia LLC,known_kb_company,evidence_company,GEDIA Georgia LLC,1.0,,
direct_context,deepseek-r1:32b,12,Constellium Automotive USA,known_kb_company,evidence_company,Constellium Automotive USA,1.0,,
direct_context,deepseek-r1:32b,12,BOSAL Industries Inc,known_kb_company,evidence_company,Bosal Industries Georgia,partial,,
direct_context,deepseek-r1:32b,12,DAEHAN Solution Georgia LLC,known_kb_company,evidence_company,DAEHAN Solution Georgia LLC,1.0,,
direct_context,deepseek-r1:32b,12,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,deepseek-r1:32b,12,Enchem America Inc,known_kb_company,evidence_company,Enchem America Inc.,1.0,,
direct_context,deepseek-r1:32b,12,Eaton Corp,known_kb_company,evidence_company,Eaton Corp.,1.0,,
direct_context,deepseek-r1:32b,12,Archer Aviation Inc,known_kb_company,evidence_company,Archer Aviation Inc.,1.0,,
direct_context,deepseek-r1:32b,12,F&P Georgia Manufacturing,known_kb_company,evidence_company,F&P Georgia Manufacturing,1.0,,
direct_context,deepseek-r1:32b,12,Continental Automotive,known_kb_company,evidence_company,Continental Automotive,1.0,,
direct_context,deepseek-r1:32b,12,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,deepseek-r1:32b,12,DaeChang Seat Company,known_kb_company,evidence_company,DaeChang Seat Company,1.0,,
direct_context,deepseek-r1:32b,12,Decostar Industries,known_kb_company,evidence_company,Decostar Industries,1.0,,
direct_context,deepseek-r1:32b,12,FREYR Battery,known_kb_company,evidence_company,FREYR Battery,1.0,,
direct_context,deepseek-r1:32b,12,Haering Precision USA LP,known_kb_company,evidence_company,Haering Precision USA LP,1.0,,
direct_context,deepseek-r1:32b,12,Global Powertrain Systems LLC,known_kb_company,evidence_company,Global Powertrain Systems LLC,1.0,,
direct_context,deepseek-r1:32b,12,Thermal Management,kb_supported_non_company_field,evidence_company,,,EV Supply Chain Role,thermal management
direct_context,deepseek-r1:32b,12,"Daesol Material Georgia, LLC",known_kb_company,evidence_company,"Daesol Material Georgia, LLC",1.0,,
direct_context,deepseek-r1:32b,12,GLOVIS Georgia LLC,known_kb_company,evidence_company,GLOVIS Georgia LLC,1.0,,
direct_context,deepseek-r1:32b,12,Solvay Specialty Polymers USA LLC,known_kb_company,evidence_company,Solvay Specialty Polymers USA LLC,1.0,,
direct_context,deepseek-r1:32b,13,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,deepseek-r1:32b,13,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,deepseek-r1:32b,14,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,deepseek-r1:32b,15,Denso Manufacturing Georgia,known_kb_company,evidence_company,Denso Manufacturing Georgia,1.0,,
direct_context,deepseek-r1:32b,15,Arising Industries Inc,known_kb_company,evidence_company,Arising Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,15,IMMI,known_kb_company,evidence_company,IMMI,1.0,,
direct_context,deepseek-r1:32b,15,KTX America Corporation,known_kb_company,evidence_company,KTX America Corporation,1.0,,
direct_context,deepseek-r1:32b,15,Lear Corporation,known_kb_company,evidence_company,Lear Corporation,1.0,,
direct_context,deepseek-r1:32b,15,Lehigh Technologies Inc,known_kb_company,evidence_company,Lehigh Technologies Inc.,1.0,,
direct_context,deepseek-r1:32b,15,Linde + Wiemann,known_kb_company,evidence_company,Linde + Wiemann,1.0,,
direct_context,deepseek-r1:32b,15,Decostar Industries,known_kb_company,evidence_company,Decostar Industries,1.0,,
direct_context,deepseek-r1:32b,15,Lund International Inc./Ventshade Division,known_kb_company,evidence_company,Lund International Inc./Ventshade Division,1.0,,
direct_context,deepseek-r1:32b,15,Lyle Industries Inc,known_kb_company,evidence_company,Lyle Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,16,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,deepseek-r1:32b,17,None,not_a_company_phrase,evidence_company,,,,
direct_context,deepseek-r1:32b,18,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,deepseek-r1:32b,18,Hyundai MOBIS (Georgia),known_kb_company,evidence_company,Hyundai MOBIS (Georgia),1.0,,
direct_context,deepseek-r1:32b,19,Archer Aviation Inc,known_kb_company,evidence_company,Archer Aviation Inc.,1.0,,
direct_context,deepseek-r1:32b,20,Hitachi Astemo Americas Inc,known_kb_company,evidence_company,Hitachi Astemo Americas Inc.,1.0,,
direct_context,deepseek-r1:32b,20,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,deepseek-r1:32b,21,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,deepseek-r1:32b,21,Aurubis,known_kb_company,evidence_company,Aurubis,1.0,,
direct_context,deepseek-r1:32b,21,Archer Aviation Inc,known_kb_company,evidence_company,Archer Aviation Inc.,1.0,,
direct_context,deepseek-r1:32b,21,ADVICS Manufacturing Georgia LLC,known_kb_company,evidence_company,ADVICS Manufacturing Georgia LLC,1.0,,
direct_context,deepseek-r1:32b,21,IMMI,known_kb_company,evidence_company,IMMI,1.0,,
direct_context,deepseek-r1:32b,21,Hyundai Transys Georgia Powertrain,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,1.0,,
direct_context,deepseek-r1:32b,21,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,deepseek-r1:32b,21,Lyle Industries Inc,known_kb_company,evidence_company,Lyle Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,21,Novelis Inc,known_kb_company,evidence_company,Novelis Inc.,1.0,,
direct_context,deepseek-r1:32b,21,Panasonic Automotive Systems Co,known_kb_company,evidence_company,Panasonic Automotive Systems Co.,1.0,,
direct_context,deepseek-r1:32b,21,QSR Inc,known_kb_company,evidence_company,QSR Inc.,1.0,,
direct_context,deepseek-r1:32b,21,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,deepseek-r1:32b,21,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,deepseek-r1:32b,21,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,22,Arising Industries Inc,known_kb_company,evidence_company,Arising Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,23,Trenton Pressing Inc,known_kb_company,evidence_company,Trenton Pressing Inc.,1.0,,
direct_context,deepseek-r1:32b,23,Vista Metals Corp,known_kb_company,evidence_company,Vista Metals Corp.,1.0,,
direct_context,deepseek-r1:32b,23,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,deepseek-r1:32b,23,Woodbridge Foam Corp,known_kb_company,evidence_company,Woodbridge Foam Corp.,1.0,,
direct_context,deepseek-r1:32b,23,Woory Industrial Co,known_kb_company,evidence_company,Woory Industrial Co.,1.0,,
direct_context,deepseek-r1:32b,23,Yachiyo Manufacturing of America LLC,known_kb_company,evidence_company,Yachiyo Manufacturing of America LLC,1.0,,
direct_context,deepseek-r1:32b,23,Yamaha Motor Manufacturing Corp,known_kb_company,evidence_company,Yamaha Motor Manufacturing Corp.,1.0,,
direct_context,deepseek-r1:32b,23,Yazaki North America,known_kb_company,evidence_company,Yazaki North America,1.0,,
direct_context,deepseek-r1:32b,23,YKK USA Inc,known_kb_company,evidence_company,YKK USA Inc.,1.0,,
direct_context,deepseek-r1:32b,23,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,24,DAS Corp,known_kb_company,evidence_company,DAS Corp.,1.0,,
direct_context,deepseek-r1:32b,24,Hitachi Astemo Americas Inc,known_kb_company,evidence_company,Hitachi Astemo Americas Inc.,1.0,,
direct_context,deepseek-r1:32b,24,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,deepseek-r1:32b,24,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,deepseek-r1:32b,25,Hyundai Transys Georgia Powertrain,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,1.0,,
direct_context,deepseek-r1:32b,26,Arising Industries Inc,known_kb_company,evidence_company,Arising Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,27,JTEKT North America Corp,known_kb_company,evidence_company,JTEKT North America Corp.,1.0,,
direct_context,deepseek-r1:32b,27,Kautex Inc,known_kb_company,evidence_company,Kautex Inc.,1.0,,
direct_context,deepseek-r1:32b,27,ACM Georgia LLC,known_kb_company,evidence_company,ACM Georgia LLC,1.0,,
direct_context,deepseek-r1:32b,27,Lark United Manufacturing Inc,known_kb_company,evidence_company,Lark United Manufacturing Inc.,1.0,,
direct_context,deepseek-r1:32b,27,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,deepseek-r1:32b,27,MAT Heavy Duty,known_kb_company,evidence_company,MAT Heavy Duty,1.0,,
direct_context,deepseek-r1:32b,27,Eaton Corp,known_kb_company,evidence_company,Eaton Corp.,1.0,,
direct_context,deepseek-r1:32b,27,Mando America Corp,known_kb_company,evidence_company,Mando America Corp.,1.0,,
direct_context,deepseek-r1:32b,27,Milliken & Co./Valway Plant,known_kb_company,evidence_company,Milliken & Co./Valway Plant,1.0,,
direct_context,deepseek-r1:32b,27,Mercedes-Benz USA LLC,known_kb_company,evidence_company,Mercedes-Benz USA LLC,1.0,,
direct_context,deepseek-r1:32b,27,F&P Georgia Manufacturing,known_kb_company,evidence_company,F&P Georgia Manufacturing,1.0,,
direct_context,deepseek-r1:32b,27,Hitachi Astemo Americas Inc,known_kb_company,evidence_company,Hitachi Astemo Americas Inc.,1.0,,
direct_context,deepseek-r1:32b,27,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,deepseek-r1:32b,27,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,deepseek-r1:32b,27,Hyundai Transys Georgia Powertrain,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,1.0,,
direct_context,deepseek-r1:32b,27,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,deepseek-r1:32b,27,KTX America Corporation,known_kb_company,evidence_company,KTX America Corporation,1.0,,
direct_context,deepseek-r1:32b,27,Kyungshin America Corp,known_kb_company,evidence_company,Kyungshin America Corp.,1.0,,
direct_context,deepseek-r1:32b,27,Lear Corporation,known_kb_company,evidence_company,Lear Corporation,1.0,,
direct_context,deepseek-r1:32b,27,Lund International Inc./Ventshade Division,known_kb_company,evidence_company,Lund International Inc./Ventshade Division,1.0,,
direct_context,deepseek-r1:32b,27,Lyle Industries Inc,known_kb_company,evidence_company,Lyle Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,27,NIFCO KTW America Corp,known_kb_company,evidence_company,NIFCO KTW America Corp.,1.0,,
direct_context,deepseek-r1:32b,27,Nile Automotive,known_kb_company,evidence_company,Nile Automotive,1.0,,
direct_context,deepseek-r1:32b,27,Nisshinbo Automotive Manufacturing Inc,known_kb_company,evidence_company,Nisshinbo Automotive Manufacturing Inc.,1.0,,
direct_context,deepseek-r1:32b,27,Hyundai Transys Georgia Seating Systems,known_kb_company,evidence_company,Hyundai Transys Georgia Seating Systems,1.0,,
direct_context,deepseek-r1:32b,27,PPG Industries Inc,known_kb_company,evidence_company,PPG Industries Inc.,1.0,,
direct_context,deepseek-r1:32b,27,Seoyon E-Hwa Interior Systems,known_kb_company,evidence_company,Seoyon E-Hwa Interior Systems,1.0,,
direct_context,deepseek-r1:32b,27,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,deepseek-r1:32b,27,SungEel Recycling Park Georgia,known_kb_company,evidence_company,SungEel Recycling Park Georgia,1.0,,
direct_context,deepseek-r1:32b,27,Trenton Pressing Inc,known_kb_company,evidence_company,Trenton Pressing Inc.,1.0,,
direct_context,deepseek-r1:32b,27,Wabash National Corp,known_kb_company,evidence_company,Wabash National Corp.,1.0,,
direct_context,deepseek-r1:32b,27,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,deepseek-r1:32b,27,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,29,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,deepseek-r1:32b,29,Tie Down Engineering,known_kb_company,evidence_company,Tie Down Engineering,1.0,,
direct_context,deepseek-r1:32b,29,TN Americas Holding Inc,known_kb_company,evidence_company,TN Americas Holding Inc.,1.0,,
direct_context,deepseek-r1:32b,29,Toyota Industries Group (TACG-TICA),known_kb_company,evidence_company,Toyota Industries Group (TACG-TICA),1.0,,
direct_context,deepseek-r1:32b,29,Trenton Pressing,known_kb_company,evidence_company,Trenton Pressing,1.0,,
direct_context,deepseek-r1:32b,29,Valeo,known_kb_company,evidence_company,Valeo,1.0,,
direct_context,deepseek-r1:32b,29,Vanguard National Trailer Corp,known_kb_company,evidence_company,Vanguard National Trailer Corp.,1.0,,
direct_context,deepseek-r1:32b,29,Vernay,known_kb_company,evidence_company,Vernay,1.0,,
direct_context,deepseek-r1:32b,29,Vista Metals Corp,known_kb_company,evidence_company,Vista Metals Corp.,1.0,,
direct_context,deepseek-r1:32b,29,Voestalpine Automotive Body Parts Inc,known_kb_company,evidence_company,Voestalpine Automotive Body Parts Inc.,1.0,,
direct_context,deepseek-r1:32b,29,Volvo Cars USA,known_kb_company,evidence_company,Volvo Cars USA,1.0,,
direct_context,deepseek-r1:32b,29,Volvo Group North America,known_kb_company,evidence_company,Volvo Group North America,1.0,,
direct_context,deepseek-r1:32b,29,Wabash National Corp,known_kb_company,evidence_company,Wabash National Corp.,1.0,,
direct_context,deepseek-r1:32b,29,Wheelabrator Group Inc,known_kb_company,evidence_company,Wheelabrator Group Inc.,1.0,,
direct_context,deepseek-r1:32b,29,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,deepseek-r1:32b,29,Woodbridge Foam Corp,known_kb_company,evidence_company,Woodbridge Foam Corp.,1.0,,
direct_context,deepseek-r1:32b,29,Woory Industrial Co,known_kb_company,evidence_company,Woory Industrial Co.,1.0,,
direct_context,deepseek-r1:32b,29,Yachiyo Manufacturing of America LLC,known_kb_company,evidence_company,Yachiyo Manufacturing of America LLC,1.0,,
direct_context,deepseek-r1:32b,29,Yamaha Motor Manufacturing Corp,known_kb_company,evidence_company,Yamaha Motor Manufacturing Corp.,1.0,,
direct_context,deepseek-r1:32b,29,Yazaki North America,known_kb_company,evidence_company,Yazaki North America,1.0,,
direct_context,deepseek-r1:32b,29,YKK USA Inc,known_kb_company,evidence_company,YKK USA Inc.,1.0,,
direct_context,deepseek-r1:32b,29,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,30,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,deepseek-r1:32b,30,TE Connectivity,known_kb_company,evidence_company,TE Connectivity,1.0,,
direct_context,deepseek-r1:32b,30,Vernay,known_kb_company,evidence_company,Vernay,1.0,,
direct_context,deepseek-r1:32b,30,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,deepseek-r1:32b,31,Ecoplastic America Corporation,known_kb_company,evidence_company,Ecoplastic America Corporation,1.0,,
direct_context,deepseek-r1:32b,31,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,deepseek-r1:32b,31,Continental Automotive,known_kb_company,evidence_company,Continental Automotive,1.0,,
direct_context,deepseek-r1:32b,31,"Daesol Material Georgia, LLC",known_kb_company,evidence_company,"Daesol Material Georgia, LLC",1.0,,
direct_context,deepseek-r1:32b,31,Eaton Corp,known_kb_company,evidence_company,Eaton Corp.,1.0,,
direct_context,deepseek-r1:32b,31,Ecoplastic Corporation,known_kb_company,evidence_company,Ecoplastic Corporation,1.0,,
direct_context,deepseek-r1:32b,31,Hyundai Transys Georgia Powertrain,known_kb_company,evidence_company,Hyundai Transys Georgia Powertrain,1.0,,
direct_context,deepseek-r1:32b,31,Oneda Corp,known_kb_company,evidence_company,Oneda Corp.,1.0,,
direct_context,deepseek-r1:32b,31,Novelis Inc,known_kb_company,evidence_company,Novelis Inc.,1.0,,
direct_context,deepseek-r1:32b,31,Panasonic Automotive Systems Co,known_kb_company,evidence_company,Panasonic Automotive Systems Co.,1.0,,
direct_context,deepseek-r1:32b,31,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,deepseek-r1:32b,32,WIKA USA,known_kb_company,evidence_company,WIKA USA,1.0,,
direct_context,deepseek-r1:32b,33,TCI Powder Coatings,known_kb_company,evidence_company,TCI Powder Coatings,1.0,,
direct_context,deepseek-r1:32b,33,TE Connectivity,known_kb_company,evidence_company,TE Connectivity,1.0,,
direct_context,deepseek-r1:32b,33,Teklas USA,known_kb_company,evidence_company,Teklas USA,1.0,,
direct_context,deepseek-r1:32b,33,Textron Specialized Vehicles,known_kb_company,evidence_company,Textron Specialized Vehicles,1.0,,
direct_context,deepseek-r1:32b,34,ZF Gainesville LLC,known_kb_company,"evidence_company,answer_prose",ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,34,Novelis Inc,known_kb_company,evidence_company,Novelis Inc.,1.0,,
direct_context,deepseek-r1:32b,35,Freudenberg-NOK,known_kb_company,evidence_company,Freudenberg-NOK,1.0,,
direct_context,deepseek-r1:32b,35,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,deepseek-r1:32b,35,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,deepseek-r1:32b,36,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,deepseek-r1:32b,36,Hwashin,known_kb_company,evidence_company,Hwashin,1.0,,
direct_context,deepseek-r1:32b,36,IMS Gear Georgia Inc,known_kb_company,evidence_company,IMS Gear Georgia Inc.,1.0,,
direct_context,deepseek-r1:32b,36,JAC Products Inc,known_kb_company,evidence_company,JAC Products Inc.,1.0,,
direct_context,deepseek-r1:32b,36,Hyundai Industrial Co,known_kb_company,evidence_company,Hyundai Industrial Co.,1.0,,
direct_context,deepseek-r1:32b,36,Hyundai MOBIS (Georgia),known_kb_company,evidence_company,Hyundai MOBIS (Georgia),1.0,,
direct_context,deepseek-r1:32b,36,Hyundai Transys Georgia Seating Systems,known_kb_company,evidence_company,Hyundai Transys Georgia Seating Systems,1.0,,
direct_context,deepseek-r1:32b,36,Inalfa Roof Systems Inc,known_kb_company,evidence_company,Inalfa Roof Systems Inc.,1.0,,
direct_context,deepseek-r1:32b,36,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,deepseek-r1:32b,36,Jefferson Southern Corp,known_kb_company,evidence_company,Jefferson Southern Corp.,1.0,,
direct_context,deepseek-r1:32b,37,Freudenberg-NOK,known_kb_company,evidence_company,Freudenberg-NOK,1.0,,
direct_context,deepseek-r1:32b,38,EVCO Plastics,known_kb_company,evidence_company,EVCO Plastics,1.0,,
direct_context,deepseek-r1:32b,38,F&P Georgia Manufacturing,known_kb_company,"evidence_company,answer_prose",F&P Georgia Manufacturing,1.0,,
direct_context,deepseek-r1:32b,38,Enplas USA Inc,known_kb_company,"evidence_company,answer_prose",Enplas USA Inc.,1.0,,
direct_context,deepseek-r1:32b,39,Remark International LLC,misspelled_kb_company,"evidence_company,answer_prose",Racemark International LLC,0.9524,,
direct_context,deepseek-r1:32b,40,Duckyang,known_kb_company,evidence_company,Duckyang,1.0,,
direct_context,deepseek-r1:32b,41,None,not_a_company_phrase,evidence_company,,,,
direct_context,deepseek-r1:32b,42,Trenton Pressing Inc,known_kb_company,evidence_company,Trenton Pressing Inc.,1.0,,
direct_context,gemma3:27b,1,Fouts Brothers Fire Equipment,known_kb_company,evidence_company,Fouts Brothers Fire Equipment,1.0,,
direct_context,gemma3:27b,1,Hitachi Astemo,known_kb_company,evidence_company,Hitachi Astemo,1.0,,
direct_context,gemma3:27b,1,Hyundai & LG Energy Solution (LGES),known_kb_company,evidence_company,Hyundai & LG Energy Solution (LGES),1.0,,
direct_context,gemma3:27b,1,Lehigh Technologies Inc,known_kb_company,evidence_company,Lehigh Technologies Inc.,1.0,,
direct_context,gemma3:27b,1,Honda Development & Manufacturing,known_kb_company,evidence_company,Honda Development & Manufacturing,1.0,,
direct_context,gemma3:27b,1,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
direct_context,gemma3:27b,1,KTX America Corporation,known_kb_company,evidence_company,KTX America Corporation,1.0,,
direct_context,gemma3:27b,1,Hyundai Transys Georgia Seating Systems,known_kb_company,evidence_company,Hyundai Transys Georgia Seating Systems,1.0,,
direct_context,gemma3:27b,1,Superior Essex Inc,known_kb_company,evidence_company,Superior Essex Inc.,1.0,,
direct_context,gemma3:27b,1,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,gemma3:27b,2,Hyundai Kia,product_service_false_positive,evidence_company,,,Product / Service,automotive metal stamping and body parts manufacturing hyundai kia supplier
direct_context,gemma3:27b,2,Hollingsworth & Vose Co,known_kb_company,evidence_company,Hollingsworth & Vose Co.,1.0,,
direct_context,gemma3:27b,2,Hyundai Motor Group,known_kb_company,evidence_company,Hyundai Motor Group,1.0,,
direct_context,gemma3:27b,2,Racemark International LLC,known_kb_company,evidence_company,Racemark International LLC,1.0,,
direct_context,gemma3:27b,2,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,gemma3:27b,3,Dinex Emissions Inc,known_kb_company,evidence_company,Dinex Emissions Inc.,1.0,,
direct_context,gemma3:27b,3,Haering Precision USA LP,known_kb_company,evidence_company,Haering Precision USA LP,1.0,,
direct_context,gemma3:27b,3,Panasonic Automotive Systems Co,known_kb_company,evidence_company,Panasonic Automotive Systems Co.,1.0,,
direct_context,gemma3:27b,3,SK Battery America,known_kb_company,evidence_company,SK Battery America,1.0,,
direct_context,gemma3:27b,3,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,gemma3:27b,3,ZF Gainesville LLC,known_kb_company,evidence_company,ZF Gainesville LLC,1.0,,
direct_context,gemma3:27b,4,GSC Steel Stamping LLC,known_kb_company,evidence_company,GSC Steel Stamping LLC,1.0,,
direct_context,gemma3:27b,4,Suzuki Manufacturing of America Corp,known_kb_company,evidence_company,Suzuki Manufacturing of America Corp.,1.0,,
direct_context,gemma3:27b,4,TI Fluid Systems,known_kb_company,evidence_company,TI Fluid Systems,1.0,,
direct_context,gemma3:27b,5,Kia Georgia Inc,known_kb_company,evidence_company,Kia Georgia Inc.,1.0,,
